WARNING	name	OSFid	stat.ori.string	stat.ori.type	stat.ori.ncp	stat.ori.ncp.CIL	stat.ori.ncp.CIU	stat.ori.p	stat.ori.p.recalc	stat.ori.N	stat.ori.N.recalc	stat.ori.df1	stat.ori.df2	prediction.ori	alpha.ori	ES.ori.type	ES.ori.value	ES.ori.value.recalc	ES.ori.r	ES.ori.r.CIL	ES.ori.r.CIU	ES.ori.d	ES.ori.d.CIL	ES.ori.d.CIU	aprioriPOW.ori	posthocPOW.ori	stat.rep.string	stat.rep.type	stat.rep.ncp	stat.rep.df1	stat.rep.df2	stat.rep.ncp.CIL	stat.rep.ncp.CIU	stat.rep.p	stat.rep.p.recalc	stat.rep.N	stat.rep.N.recalc	prediction.rep	alpha.rep	ES.rep.type	ES.rep.value	ES.rep.value.recalc	ES.rep.r	ES.rep.r.CIL	ES.rep.r.CIU	ES.rep.d	ES.rep.d.CIL	ES.rep.d.CIU	aprioriPOW.rep	posthocPOW.rep	ori.sig	rep.sig
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.	https://osf.io/yuybh/	F(4,108)=3.67	F	3.67	1.15840978540628	30.5356262505771	0.0077	0.00765484678109807	57	113	4	108	not equal	0.05	η^2	0.12	0	0.345920375842787	0.202827597429646	0.728509120703716	0.737362667690536	0.414265934521092	2.12692183250043	unknown	0.867715758168264	F(4,150)=.58	F	.58	4	150	NA	7.45659402271327	0.68	0.677581223015924	78	155	not equal	0.05	η_p^2	0.02	0	0.123414312123735	NA	0.407261680228785	0.248730108082368	NA	0.891835202876303	0.95	0.189036780697353	Reject H0	Accept H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	With a clean conscience: Cleanliness reduces the severity of moral judgments.	https://osf.io/apidb/	F(1,41)=7.81	F	7.81	0.520042274452139	23.3259156956057	0.0079	0.00786696669048581	44	43	1	41	not equal	0.05	η_p^2	0.16	0	0.400010243671333	0.111915549395745	0.602180048369312	0.872898172476146	0.225246157911444	1.50854204192466	unknown	0.778960588743128	F(1,124)=0.001	F	0.001	1	124	NA	0.0140574684619326	0.97	0.974823722537594	126	126	not equal	0.05	d	0.02	0	0.00283979772046115	NA	0.0106467755962567	0.00567961834247065	NA	0.0212947581479216	0.99	0.0501127960243634	Reject H0	Accept H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Opening the mind to close it: Considering a message in light of important values increases message processing and later resistance to change.	https://osf.io/2gx4k/	F(1,257)=9.39	F	9.39	1.17347018294554	25.3930371478994	0.0024	0.00241400542801218	261	259	1	257	not equal	0.05	η_p^2	0.042	0	0.187747359265238	0.0674186766140019	0.299868144145756	0.382292898079704	0.13514483845497	0.628667136138586	unknown	0.862776155674761	F(1,247)=.49	F	.49	1	247	NA	7.04043507444418	0.49	0.484586070481141	251	249	not equal	0.05	η_p^2	0.0020	0	0.0444958197459904	NA	0.166474732227122	0.0890798668166089	NA	0.337661284286456	0.92	0.107290765014538	Reject H0	Accept H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Temporal selection is suppressed, delayed, and diffused during the attentional blink.	https://osf.io/rzjvn/	F(18,660)=16.31	F	16.31	207.785321782239	354.476571383185	1.0E-4	0	12	679	18	660	not equal	0.05	η_p^2	0.308	0	0.554861595283086	0.921956956225507	0.951975682593552	1.33389382158878	4.76103871534055	6.21853450771323	unknown	NA	F(18,660)=12.98	F	12.98	18	660	157.09206148412	285.021438432601	1.0E-4	0	12	679	not equal	0.05	η^2	0.261	0	0.511319433208789	0.900422796856763	0.941285269919126	1.18995798245148	4.13972412103362	5.57613197736666	>95%	NA	Reject H0	Reject H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Adaptive memory: The comparative value of survival processing.	https://osf.io/jhkpe/	F(1,23)=5.7	F	5.7	NA	19.7223365110616	0.0256	0.0255704563464507	24	25	1	23	not equal	0.05	η_p^2	0.2	0	0.445652635779262	NA	0.679440896434364	0.995642680797728	NA	1.85201824157894	unknown	0.62818815326753	F(1,37)=8.08	F	8.08	1	37	0.571147399227159	23.8993638350606	0.0070	0.00724254792427959	38	39	not equal	0.05	η_p^2	0.18	0	0.42336380591185	0.123295399628124	0.626450546509359	0.934619448499502	0.248486749709747	1.6073938562766	>99%	0.790485633567802	Reject H0	Reject H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Accounting for occurrences: A new view of the use of contingency information in causal judgment.	https://osf.io/rhbqj/	F(1,36)=22.88	F	22.88	6.29946681736449	49.0819801977212	1.0E-4	2.90779349324533e-05	37	38	1	36	not equal	0.05	η_p^2	0.427	0	0.623367432997377	0.385908593576669	0.759525297334156	1.59443476574685	0.836624621610518	2.33528442706715	unknown	0.996452370973033	F(1,37)=6.57	F	6.57	1	37	0.218561214002704	21.0849835908536	0.015	0.0145708459524014	38	39	not equal	0.05	η_p^2	0.15	0	0.388319236248094	0.0766313994960764	0.602496735583069	0.842775337958029	0.153714798739886	1.50978729809788	>99%	0.704110547293309	Reject H0	Reject H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors.	https://osf.io/rvkc5/	F(1,21)=17.3	F	17.3	3.23771167694324	41.5856661359562	4.0E-4	0.000443917550370543	22	23	1	21	not equal	0.05	η_p^2	0.452	0	0.67208416730149	0.365488131189497	0.815144104294725	1.81527906814299	0.785306937499234	2.81444119924216	unknown	0.977389088371635	F(1,29)=8.064	F	8.064	1	29	0.517531301726107	24.0969562614123	0.0080	0.00816891478676329	30	31	not equal	0.05	η_p^2	0.218	0	0.466443575713517	0.13241228950597	0.673668563404525	1.0546448985649	0.267177146897504	1.8231067179467	0.995	0.783666579163612	Reject H0	Reject H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	An attention-based associative account of adjacent and nonadjacent dependency learning.	https://osf.io/vmz2e/	F(1,20)=20.79	F	20.79	4.45651937196468	48.0599736154889	2.0E-4	0.000190422152352876	24	22	1	20	not equal	0.05	η_p^2	0.51	0	0.713921386439838	0.426874856449601	0.840322274970068	2.03911745615597	0.944088912334499	3.10032171283849	unknown	0.991141218639774	F(1,20)=17.35	F	17.35	1	20	3.19194831749319	41.8735606039324	0.0010	0.000477929746937722	24	22	not equal	0.05	η_p^2	0.46	0	0.681560537098199	0.370987526779761	0.82265433643175	1.86279360101972	0.798992905787428	2.89390948731754	>99%	0.977148991163809	Reject H0	Reject H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Head up, foot down: Object words orient attention to the objects' typical location.	https://osf.io/vwnit/	F(1,17)=40.19	F	40.19	11.6542371952302	84.2443288412347	1.0E-4	7.40114319230933e-06	18	19	1	17	not equal	0.05	η^2	0.7	0	0.838299012990577	0.637745643609927	0.912189322736579	3.07513749094822	1.65595092249173	4.45221237380552	unknown	0.999967366125549	F(1,21)=0.001	F	0.001	1	21	NA	NA	0.97	0.975071507573375	22	23	not equal	0.05	η_p^2	<0.001	0	0.00690049129796756	NA	NA	0.0138013111868471	NA	NA	> 99%	0.0501045103033116	Reject H0	Accept H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Individual differences in the regulation of intergroup bias: The role of conflict monitoring and neural signals for control.	https://osf.io/wkgpq/	F(1,31)=5.14	F	5.14	NA	18.3975530926325	0.0305	0.0305031914723437	48	33	1	31	not equal	0.05	η_p^2	0.16	0	0.377126877579717	NA	0.610277437659569	0.814386767114749	NA	1.54073937393843	unknown	0.593534324135369	F(1,73)=0.432	F	0.432	1	73	NA	6.80361753037195	0.513	0.513076238797215	75	75	not equal	0.05	η_p^2	0.0060	0	0.0767006765952767	NA	0.291983732844767	0.153854583541448	NA	0.610574287509985	>99%	0.0994223780454099	Reject H0	Accept H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Effects of fluency on psychological distance and mental construal (or why new york is a large city, but new york is a civilized jungle).	https://osf.io/kegmc/	X^2(1,N=236)=3.83	X^2	3.83	0	12.9736265401958	0.0503	0.0503429327598881	236	236	1	NA	not equal	0.05	phi	0.13	0	0.127392360678818	0	0.234463203540319	0.502719485562937	0	1.73745384510777	unknown	NA	X^2(1,N=1146)=.387	X^2	.387	1	NA	0	5.05049009564413	0.53	0.533880559363646	1146	1146	not equal	0.05	phi	0.02	0	0.0183765158579785	0	0.0663856868630794	0.0228676740929449	0	0.299040703936403	>95%	NA	Accept H0	Accept H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Why do implicit and explicit attitude tests diverge? the role of structural fit.	https://osf.io/rc6mv/	F(3,70)=13.06	F	13.06	14.5272269544831	69.2925681762459	1.0E-4	7.2508619930467e-07	71	74	3	70	not equal	0.05	ΔR^2	0.09	0	0.599046687249253	0.619437997634963	0.864922320759978	1.49628110422378	1.57809434560348	3.44655276661634	unknown	0.999790193004456	F(1,176)=4.063	F	4.063	1	176	NA	15.8729360367476	0.045	0.0453537005078076	180	178	not equal	0.05	ΔR^2	0.0162	0	0.150214262666946	NA	0.287621781878866	0.303876470117232	NA	0.60062346465129	0.99	0.517871189322038	Reject H0	Reject H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	The value heuristic in judgments of relative frequency.	https://osf.io/q7f6w/	X^2(1,N=56)=4.51	X^2	4.51	0	14.2018158978061	0.037	0.0336972407265089	56	56	1	NA	not equal	0.05	w	0.3386167	0	0.283788150361699	0	0.503590960321933	1.25702840529975	0	4.3933435640313	unknown	NA	X^2(1,N=51)=1.57	X^2	1.57	1	NA	0	8.39660355407622	0.21	0.210207013709936	51	51	not equal	0.05	w	0.19	0	0.175454591634104	0	0.405757668287419	0.44661606709773	0	2.57283261405358	0.677	NA	Reject H0	Accept H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Selective exposure and information quantity: How different information quantities moderate decision makers' preference for consistent and inconsistent information.	https://osf.io/v8vft/	X^2(1,N=52)=13.18	X^2	13.18	0	27.8285854102823	0.0010	0.000282952756437638	52	52	1	NA	not equal	0.05	d	1.1653	0	0.503449638456061	0	0.731549796011106	4.23075270115627	0	11.3206168721591	unknown	NA	X^2(1,N=150)=7.10	X^2	7.10	1	NA	0	18.5712398489867	0.0080	0.00770839518442024	150	150	not equal	0.05	d	0.8136	0	0.217562251627743	0	0.351863987443886	1.18787906917965	0	3.23985586100904	0.99	NA	Reject H0	Reject H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Not so innocent: Does seeing one's own capacity for wrongdoing predict forgiveness?	https://osf.io/imrx2/	F(1,41)=9.40	F	9.40	0.959136915886781	26.1912337025453	0.0038	0.00383067570940132	155	43	1	41	not equal	0.05	η^2	0.06	0	0.431865646362311	0.151191379692095	0.624340733450526	0.957639374050434	0.305899220752925	1.59851253121252	unknown	0.849298844710858	F(1,131)=.018	F	.018	1	131	NA	2.91649607749066	0.89	0.893478732094816	135	133	not equal	0.05	η^2	0.0010	0	0.0117211647342689	NA	0.147575294846383	0.0234439399549369	NA	0.29841802114354	0.822	0.0520343828360088	Reject H0	Accept H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.	https://osf.io/bk53t/	F(1,38)=6.21	F	6.21	0.147080290122584	20.383259857555	0.0172	0.0171824637871517	40	40	1	38	not equal	0.05	η_p^2	0.14	0	0.374787883913115	0.0620935639061141	0.590870966118609	0.808507396704765	0.12442723095198	1.46478882464172	unknown	0.680348129485545	F(1,93)=18.94,p<.001	F	18.94	1	93	5.21792521562394	40.9399383283439	0.0010	3.45808413479975e-05	95	95	not equal	0.05	η_p^2	0.17	0	0.411336583016178	0.230490774556154	0.552864296827493	0.902565042483908	0.473737153909822	1.32697308281269	0.9	0.990529596610713	Reject H0	Reject H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	Affective incoherence: When affective concepts and embodied reactions clash.	https://osf.io/l8srm/	F(1,131)=5.79	F	5.79	0.131993305879166	19.2125291273622	0.0179	0.0175133093620591	133	133	1	131	not equal	0.05	η^2	0.04	0	0.205736859921539	0.0317264603611653	0.357634321260417	0.420468658914991	0.0634848796998852	0.765925656156752	unknown	0.665902247002968	F(1,110)=.759	F	.759	1	110	NA	8.01273606610915	0.471	0.385539083032203	113	112	not equal	0.05	η^2	0.014	0	0.0827811346734329	NA	0.260570939667326	0.166132477258361	NA	0.53978905193213	0.95	0.138838069011622	Reject H0	Accept H0
MISSING TEST INFO: prediction:directed/undirected, samples:dependent/independent/equalN/equalVar, factor:Nlevels/between/within, effect:interaction/main/planned contrast/random/fixed, posthoc: yes/no/correction	1/f noise and effort on implicit measures of bias.	https://osf.io/fejxb/	F(1,68)=5.52	F	5.52	0.0515380457553511	18.8387805626037	0.0217	0.0217114985390029	71	70	1	68	not equal	0.05	f	0.25	0	0.274010237849131	0.0275197827272407	0.465767879906563	0.56982969592058	0.0550604190895308	1.05269347984401	unknown	0.639173208270303	F(1,145)=.794	F	.794	1	145	NA	8.12575478407857	0.374	0.374369531819835	148	147	not equal	0.05	d	0.15	0	0.0737972919790546	NA	0.230360352750712	0.147998136055364	NA	0.473454066055237	0.86	0.143454217401677	Reject H0	Accept H0
